Captions,Label,Cleaned_Captions
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
",1,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wcnxx
"Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
",0,norm tomorrow finish co st test need sort library stuff point tomo got letter today access til end march better get move
"Yeah. I got a list with only u and Joanna if I'm feeling really anti social
",0,yeah got list u joanna im feeling really anti social
"I am in your office na.
",0,office na
"""Are you comingdown later?""
",0,comingdown later
"Super da:)good replacement for murali
",0,super dagood replacement murali
"Da is good good player.why he is unsold.
",0,da good good playerwhy unsold
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
",0,hi u want join sts later meeting five call u class
"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
",0,engalnd telly decided wont let watch mia elliot kissing damn
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
",1,free nokia motorola upto mths price linerental free xnet minstxtmth free btooth call mobileupd call optoutdwv
"I dont want to hear philosophy. Just say what happen
",0,dont want hear philosophy say happen
"You got job in wipro:)you will get every thing in life in 2 or 3 years.
",0,got job wiproyou get every thing life year
"Then cant get da laptop? My matric card wif ü lei... 
",0,cant get da laptop matric card wif lei
"Dunno da next show aft 6 is 85Not Scam. Toa payoh got 65Not Scam.
",0,dunno da next show aft scam toa payoh got scam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
",1,nd time tried contact u u pound prize claim easy call p per min btnationalrate
"I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
",0,made payment dont much sorry would want fedex way
"They did't play one day last year know even though they have very good team.. Like india.
",0,didt play one day last year know even though good team like india
"K.:)you are the only girl waiting in reception ah?
",0,kyou girl waiting reception ah
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
"I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
",0,hate turn fun shopping trip annoying day everything would look house
"Sir, i am waiting for your call.
",0,sir waiting call
"What's up. Do you want me to come online?
",0,whats want come online
"It could work, we'll reach a consensus at the next meeting
",0,could work well reach consensus next meeting
"Aiyah then i wait lor. Then u entertain me. Hee...
",0,aiyah wait lor u entertain hee
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
",0,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt show really dont know messy wednesday wasnt bad problem time clean choose skype take picture sleep want go dont mind thing dont make bed throw laundry top cant friend house im embarassed there underwear bra strewn bed pillow floor thats something else used good least making bed
"I'll let you know when it kicks in
",0,ill let know kick
"You call him now ok i said call him
",0,call ok said call
"Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
",0,call number available appointment ask connect call waheed fathima
"Or ü go buy wif him then i meet ü later can?
",0,go buy wif meet later
"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
",0,mmmm fuck fair know weakness grin push knee expose belly pull head dont forget know wicked smile
"Today my system sh get ready.all is well and i am also in the deep well
",0,today system sh get readyall well also deep well
"Mom wants to know where you at
",0,mom want know
"Aight, I'll text you when I'm back
",0,aight ill text im back
"Dont know supports ass and srt i thnk. I think ps3 can play through usb too
",0,dont know support as srt thnk think p play usb
"Oh ok i didnt know what you meant. Yep i am baby jontin
",0,oh ok didnt know meant yep baby jontin
"You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
",1,guaranteed cash prizeto claim yr prize call customer service representative
"Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
",1,would like see xxx pic hot nearly banned uk
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",1,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info
"Watching tv now. I got new job :)
",0,watching tv got new job
"This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
",0,pen thing beyond joke wont biro dont master cant ever
"I AM AT A PARTY WITH ALEX NICHOLS
",0,party alex nichols
"U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
",1,u secret admirer looking make contact ufind rreveal think ur specialcall
"Just seeing your missed call my dear brother. Do have a gr8 day.
",0,seeing missed call dear brother gr day
"Ok.. Ü finishing soon?
",0,ok finishing soon
"Sorry, I can't help you on this.
",0,sorry cant help
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
",0,come slave going shell unconsciously avoiding making unhappy
"I love your ass! Do you enjoy doggy style? :)
",0,love as enjoy doggy style
"I think asking for a gym is the excuse for lazy people. I jog.
",0,think asking gym excuse lazy people jog
"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
",1,dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
"Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
",1,urgent please call landline abta complimentary tenerife holiday cash await collection sae tc box cwwx ppm
"No. On the way home. So if not for the long dry spell the season would have been over
",0,way home long dry spell season would
"I gotta collect da car at 6 lei.
",0,got ta collect da car lei
"Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
",0,ok knackered came home went sleep good full time work lark
"Probably earlier than that if the station's where I think it is
",0,probably earlier station think
"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
",1,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp
"Good Morning plz call me sir
",0,good morning plz call sir
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
",1,freemsg hey u got videopic fones reply wild txt ill send u pic hurry im bored work xxx prcvd stopstop
"Uh, heads up we don't have THAT much left
",0,uh head dont much left
"I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
",0,tot u outside co darren say u come shopping course nice wat jus went sim lim look mp player
"Aight, sounds good. When do you want me to come down?
",0,aight sound good want come
"Wat would u like 4 ur birthday?
",0,wat would u like ur birthday
"I love working from home :)
",0,love working home
"And miss vday the parachute and double coins??? U must not know me very well...
",0,miss vday parachute double coin u must know well
"Sorry, I'll call later
",0,sorry ill call later
"My sister got placed in birla soft da:-)
",0,sister got placed birla soft da
"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
",1,free entry weekly comp chance win ipod txt pod get entry std txt rate tc apply detail
"Wah... Okie okie... Muz make use of e unlimited... Haha... 
",0,wah okie okie muz make use e unlimited haha
"There're some people by mu, I'm at the table by lambda
",0,therere people mu im table lambda
"And stop being an old man. You get to build snowman snow angels and snowball fights.
",0,stop old man get build snowman snow angel snowball fight
"ELLO BABE U OK?
",0,ello babe u ok
"Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
",0,hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u
"Then u going ikea str aft dat?
",0,u going ikea str aft dat
"Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
",0,becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
"Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
",0,lol grr mom taking forever prescription pharmacy like minute away ugh
"For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
",0,real tho suck cant even cook whole electricity im hungry
"You want to go? 
",0,want go
"New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
",1,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddycom txt one name rpl stop cnl
